curveY,curveX,end point?,Place Count,place id,Rank,startY
14.382957533,-25.404810127,伪,30,517,14,-46.5
6.726991614,43.215025316,伪,39,247,6,38
20.476000002,-84.012658228,伪,43,71,2,65.5
28.336000007,-69.501582278,伪,53,25,1,70
60.499999891,166.811227848,伪,42,116,3,60.5
-46.449622941,88.047594937,伪,30,507,14,-46.5
39.438032681,21.777658228,伪,43,84,2,65.5
18.013417327,137.432810127,伪,42,137,3,60.5
8.852129564,140.278126582,伪,39,336,8,18
-31.427999882,-47.394202532,伪,39,251,6,38
-19.616999849,-43.721518987,伪,39,323,8,18
18.852181629,138.263797468,伪,39,252,6,38
28.499998589,147.776772152,伪,39,278,7,28.5
60.498813437,98.963037975,伪,42,98,3,60.5
36.192250029,65.101392405,伪,41,166,4,54
8.448016058,-28.433746835,伪,43,74,2,65.5
19.854000008,-77.130430380,伪,42,101,3,60.5
29.782448785,89.823898734,伪,33,431,11,-17.5
0.081804553,49.73,伪,39,314,8,18
-26.847763850,168.881443038,伪,32,469,12,-28
-53.110490724,66.986734177,伪,30,574,16,-60
-46.499988869,131.436506329,伪,30,501,14,-46.5
-5.798002368,100.109367089,伪,33,373,10,-5.8
14.870436188,131.664810127,伪,40,214,5,47
46.562153427,56.676556962,伪,43,85,2,65.5
27.880932420,166.472151899,伪,39,294,7,28.5
17.200999929,-62.845696203,伪,31,485,13,-37.5
43.349166947,160.563645570,伪,40,214,5,47
-57.735476442,167.615797468,伪,30,588,16,-60
-37.499833016,118.629556962,伪,31,475,13,-37.5
-28.262997339,-29.243177215,伪,41,174,4,54
53.999784425,121.322151899,伪,41,154,4,54
69.999999398,153.473670886,伪,53,18,1,70
20.609000000,-79.047354430,伪,39,305,8,18
-59.999999703,160.184797468,伪,30,572,16,-60
-17.774817807,57.126784810,伪,30,525,14,-46.5
-17.500057189,132.561810127,伪,33,429,11,-17.5
31.303982653,-3.922227848,伪,32,438,12,-28
8.507493407,29.184962025,伪,35,355,9,6
60.173687892,74.837569620,伪,42,105,3,60.5
45.421267917,166.450734177,伪,40,212,5,47
7.122074457,126.416405063,伪,40,215,5,47
69.628834418,73.506329114,伪,53,4,1,70
-37.499831027,118.935822785,伪,31,481,13,-37.5
-37.499999982,162.745468354,伪,31,471,13,-37.5
41.698980662,149.075911392,伪,42,130,3,60.5
6.272261193,143.753189873,伪,33,437,11,-17.5
44.586972910,164.981075949,伪,40,219,5,47
18.298569601,30.591367089,伪,39,309,8,18
8.501148053,136.126962025,伪,30,584,16,-60
46.098229165,168.820455696,伪,40,214,5,47
-37.498996937,108.400126582,伪,31,476,13,-37.5
-14.605472533,8.460025316,伪,41,169,4,54
16.983000061,-53.711392405,伪,39,271,7,28.5
46.921217171,82.226962025,伪,40,194,5,47
6.000001518,135.532025316,伪,35,341,9,6
-27.999124433,108.534784810,伪,32,443,12,-28
11.056314924,16.026025316,伪,30,553,15,-54
-34.790057721,-4.776582278,伪,30,581,16,-60
6.000000301,146.664924051,伪,35,351,9,6
68.834630184,169.386075949,伪,53,48,1,70
19.339990971,-30.862139241,伪,35,346,9,6
16.363915598,148.931620253,伪,39,331,8,18
18.833002280,-45.302898734,伪,42,104,3,60.5
-33.457000111,-46.278582278,伪,30,579,16,-60
53.999999722,163.694075949,伪,41,159,4,54
15.600001137,-44.834177215,伪,53,22,1,70
69.999992336,144.589164557,伪,53,26,1,70
36.650310433,68.720253165,伪,39,236,6,38
17.574737952,24.431392405,伪,30,568,16,-60
42.778533827,63.023797468,伪,30,583,16,-60
46.551367053,44.534759494,伪,43,85,2,65.5
13.869020282,-2.171506329,伪,42,114,3,60.5
-13.008733609,6.316544304,伪,40,203,5,47
27.149560892,140.416810127,伪,42,132,3,60.5
46.995109189,106.977974684,伪,40,201,5,47
-27.998960057,110.093493671,伪,32,447,12,-28
47.101427435,150.690924051,伪,43,91,2,65.5
20.401000558,-55.321265823,伪,43,57,2,65.5
55.949812669,65.757772152,伪,42,113,3,60.5
60.483924925,98.824430380,伪,42,115,3,60.5
-26.175241078,165.824189873,伪,32,465,12,-28
-22.207930665,152.78,伪,31,497,13,-37.5
57.419366270,161.757177215,伪,42,130,3,60.5
3.994000007,-60.644886076,伪,39,316,8,18
10.835861094,50.781139241,伪,35,345,9,6
-4.992005911,-29.842379747,伪,31,490,13,-37.5
-37.498760268,113.907670886,伪,31,492,13,-37.5
18.305999704,-25.835936709,伪,39,309,8,18
9.363943428,139.060746835,伪,35,368,9,6
27.744268327,15.733962025,伪,39,221,6,38
53.999999895,170,伪,41,165,4,54
17.257310504,122.212658228,伪,39,291,7,28.5
49.561623929,74.780164557,伪,41,167,4,54
20.608766917,-3.991987342,伪,39,305,8,18
6.000000278,144.397265823,伪,35,355,9,6
17.905317842,33.749873418,伪,35,345,9,6
20.552051320,-30.149924051,伪,53,3,1,70
-4.173911093,161.150759494,伪,33,396,10,-5.8
18.201824072,60.517468354,伪,39,303,8,18
,,,11,,217,
46.210366213,78.618063291,伪,40,201,5,47
-30.900006050,-17.538987342,伪,30,554,15,-54
-14.311133695,46.039354430,伪,39,322,8,18
10.012999999,-80.883544304,伪,31,489,13,-37.5
13.258000052,-61.287443038,伪,42,113,3,60.5
7.085002610,51.374101266,伪,41,161,4,54
21.132999085,-52.443987342,伪,31,476,13,-37.5
-34.790012286,-13.372151899,伪,30,581,16,-60
34.931438413,54.035696203,伪,40,197,5,47
-12.686997989,-36.711962025,伪,41,166,4,54
60.499951564,161.014278481,伪,42,128,3,60.5
28.499979424,127.681379747,伪,39,274,7,28.5
26.287148161,10.661075949,伪,41,147,4,54
1.697095345,-12.255822785,伪,39,283,7,28.5
22.450581501,148.818,伪,39,288,7,28.5
12.352966246,36.886075949,伪,30,512,14,-46.5
18.019412475,86.019620253,伪,39,307,8,18
69.999990464,148.594974684,伪,53,35,1,70
18.604461737,17.996202532,伪,35,352,9,6
20.532000436,-55.327341772,伪,53,9,1,70
6.000157470,111.180645570,伪,35,340,9,6
15.829853229,20.181329114,伪,30,570,16,-60
17.003720229,39.697215190,伪,42,113,3,60.5
30.084924673,146.244050633,伪,42,135,3,60.5
23.834726349,48.259227848,伪,39,235,6,38
33.185957351,156.109164557,伪,39,254,6,38
-21.779586017,65.737544304,伪,32,452,12,-28
16.138993585,-39.746139241,伪,30,570,16,-60
17.248999348,-55.854506329,伪,30,565,16,-60
7.871087527,138.502481013,伪,30,558,15,-54
18.246000001,-75.706227848,伪,39,269,7,28.5
53.999999405,160.634797468,伪,41,161,4,54
13.570241983,26.916455696,伪,39,240,6,38
3.998177925,44.306329114,伪,39,283,7,28.5
5.189768654,139.417797468,伪,31,496,13,-37.5
10.094344464,12.259075949,伪,33,382,10,-5.8
65.458566291,90.381670886,伪,43,72,2,65.5
26.994334859,14.273417722,伪,53,1,1,70
14.768004345,140.422784810,伪,40,212,5,47
8.808603191,30.635291139,伪,39,313,8,18
13.382296072,28.221924051,伪,30,514,14,-46.5
17.767863643,168.284303797,伪,39,335,8,18
60.499998959,146.356392405,伪,42,108,3,60.5
53.996719291,98.806012658,伪,41,147,4,54
19.380617554,21.565721519,伪,30,540,15,-54
-5.199938160,167.698177215,伪,33,404,10,-5.8
34.648540017,158.524962025,伪,39,254,6,38
-14.571240650,150.030379747,伪,31,499,13,-37.5
19.759888621,12.046481013,伪,53,5,1,70
28.500102151,107.091594937,伪,39,261,7,28.5
20.829000000,-97.906303797,伪,32,442,12,-28
2.237883872,151.290632911,伪,33,398,10,-5.8
19.527926700,-26.331810127,伪,33,409,11,-17.5
17.513999966,-68.960506329,伪,32,444,12,-28
21.127903057,135.882253165,伪,53,47,1,70
23.124999999,-92.963772152,伪,31,479,13,-37.5
8.276976665,-18.197303797,伪,33,384,10,-5.8
8.038993319,126.207468354,伪,39,296,7,28.5
-59.103798215,116.511898734,伪,30,583,16,-60
17.999999625,154.458354430,伪,39,318,8,18
37.999989696,129.395493671,伪,39,233,6,38
28.499931796,115.831291139,伪,39,266,7,28.5
36.159088048,162.716607595,伪,39,253,6,38
16.806999950,-66.130721519,伪,30,541,15,-54
14.667984699,130.139341772,伪,39,254,6,38
26.665257642,67.080303797,伪,39,276,7,28.5
17.149646786,8.511594937,伪,33,380,10,-5.8
53.999893037,119.155506329,伪,41,148,4,54
-3.864996820,-22.471379747,伪,35,357,9,6
-27.901934905,75.792126582,伪,32,438,12,-28
-37.499997420,151.390430380,伪,31,493,13,-37.5
-59.999998876,161.404430380,伪,30,581,16,-60
31.755812029,25.786886076,伪,33,405,11,-17.5
-37.499920594,133.056860759,伪,31,494,13,-37.5
60.499999781,152.838164557,伪,42,101,3,60.5
20.869000001,-86.293987342,伪,40,188,5,47
69.999999710,166.890481013,伪,53,29,1,70
53.999794595,116.032405063,伪,41,149,4,54
18.391999347,-30.054367089,伪,35,358,9,6
65.499998330,142.876050633,伪,43,70,2,65.5
53.999316714,123.925886076,伪,41,167,4,54
19.104209625,-10.091987342,伪,30,511,14,-46.5
66.135599224,60.609417722,伪,53,8,1,70
22.400394434,23.150101266,伪,31,479,13,-37.5
35.072585193,149.468746835,伪,43,96,2,65.5
28.503328826,97.705493671,伪,39,272,7,28.5
20.226999985,-58.422658228,伪,39,301,8,18
65.499999819,156.434784810,伪,43,69,2,65.5
9.273772557,21.484177215,伪,30,552,15,-54
19.766190907,23.631265823,伪,39,264,7,28.5
0.900762977,142.036075949,伪,32,469,12,-28
28.497089072,91.801746835,伪,39,265,7,28.5
13.429662179,123.415,伪,32,464,12,-28
31.901999993,-87.535873418,伪,31,471,13,-37.5
-11.989857476,10.613379747,伪,43,76,2,65.5
9.959999928,-51.919721519,伪,33,383,10,-5.8
-3.776000007,-48.644949367,伪,33,391,10,-5.8
46.150514084,170,伪,40,212,5,47
18.246107650,-12.619493671,伪,39,269,7,28.5
21.636570432,-1.556329114,伪,39,225,6,38
-13.996523418,104.474683544,伪,33,430,11,-17.5
-13.527075308,-13.785316456,伪,30,578,16,-60
23.990266704,-19.311696203,伪,30,501,14,-46.5
37.376244211,167.510886076,伪,39,252,6,38
6.000266270,109.077063291,伪,35,348,9,6
69.997455428,102.026835443,伪,53,12,1,70
18.481465736,31.227215190,伪,42,110,3,60.5
53.985606663,92.421582278,伪,41,149,4,54
7.887974845,150.545759494,伪,35,371,9,6
6.000000543,142.969518987,伪,35,350,9,6
52.585469241,80.105506329,伪,41,164,4,54
63.233019488,159.976455696,伪,53,51,1,70
12.826000005,-71.151949367,伪,39,238,6,38
14.121415065,29.161392405,伪,30,515,14,-46.5
-53.999694179,120.716455696,伪,30,543,15,-54
37.999999981,170,伪,39,238,6,38
23.925999975,-64.143772152,伪,39,299,8,18
-18.177611207,60.662886076,伪,32,449,12,-28
14.911281079,59.316708861,伪,39,280,7,28.5
-17.498903407,104.556063291,伪,33,409,11,-17.5
8.276999581,-40.525797468,伪,33,384,10,-5.8
13.482999996,-78.651797468,伪,30,572,16,-60
2.891145069,19.773367089,伪,40,202,5,47
47.643207129,70.104506329,伪,41,161,4,54
-6.294999992,-65.897784810,伪,39,282,7,28.5
-33.716542583,162.951898734,伪,31,499,13,-37.5
-34.542730526,151.498354430,伪,30,586,16,-60
16.729000110,-39.343417722,伪,39,308,8,18
-37.499999897,159.757924051,伪,31,480,13,-37.5
9.053068441,127.827696203,伪,43,96,2,65.5
-5.824242393,100.552810127,伪,33,392,10,-5.8
37.997132373,110.624278481,伪,39,244,6,38
14.486126867,35.059746835,伪,30,540,15,-54
25.976999986,-73.902772152,伪,35,337,9,6
37.999693600,123.615253165,伪,39,247,6,38
10.817574002,39.409,伪,30,530,14,-46.5
-51.943785862,168.282898734,伪,30,559,15,-54
6.199424526,168.754936709,伪,35,364,9,6
37.905195601,86.362607595,伪,39,241,6,38
17.533000011,-74.620455696,伪,42,107,3,60.5
17.999961594,140.316455696,伪,39,323,8,18
-35.497485745,154.251240506,伪,30,558,15,-54
65.499761786,115.544101266,伪,43,64,2,65.5
8.276999992,-62.854291139,伪,33,384,10,-5.8
11.192051917,38.777683544,伪,43,74,2,65.5
17.006000030,-65.196544304,伪,39,229,6,38
65.499987308,128.226329114,伪,43,55,2,65.5
12.287727555,141.405063291,伪,39,335,8,18
14.052808707,98.636873418,伪,35,362,9,6
38.171975401,14.298632911,伪,35,362,9,6
45.158571405,164.692050633,伪,40,214,5,47
-13.398999952,-54.347443038,伪,39,317,8,18
10.898219658,133.752215190,伪,40,219,5,47
17.968047512,100.461101266,伪,39,322,8,18
-34.918809140,164.625860759,伪,31,498,13,-37.5
18.000001314,125.598911392,伪,39,304,8,18
24.372417125,138.640506329,伪,42,131,3,60.5
13.893731043,36.533607595,伪,31,476,13,-37.5
14.261068069,13.270886076,伪,39,273,7,28.5
-36.686838759,61.914556962,伪,30,515,14,-46.5
38.271773101,149.830886076,伪,53,53,1,70
59.138635652,161.545126582,伪,43,95,2,65.5
10.101577429,-3.836936709,伪,33,382,10,-5.8
42.347054083,77.489113924,伪,33,431,11,-17.5
-21.498408623,51.811822785,伪,30,527,14,-46.5
-5.799988262,129.160354430,伪,33,377,10,-5.8
53.996097985,98.414987342,伪,41,146,4,54
-17.216950025,-19.081164557,伪,53,36,1,70
18.700999905,-65.083,伪,30,510,14,-46.5
14.767004297,-36.368063291,伪,41,153,4,54
30.311139106,29.299746835,伪,31,474,13,-37.5
-53.999999937,170,伪,30,546,15,-54
65.494908751,98.346139241,伪,43,63,2,65.5
60.250744148,62.798746835,伪,42,97,3,60.5
14.248745863,139.886455696,伪,40,219,5,47
19.788999999,-84.991455696,伪,35,347,9,6
18.492187510,-7.073936709,伪,53,38,1,70
19.738743503,14.818708861,伪,30,540,15,-54
18.235369020,37.475949367,伪,39,234,6,38
19.718000000,-92.819544304,伪,39,223,6,38
-17.635498861,55.983898734,伪,30,521,14,-46.5
65.499999889,166.799455696,伪,43,74,2,65.5
-27.871272189,86.389265823,伪,32,449,12,-28
9.935704332,18.837291139,伪,33,383,10,-5.8
-59.999981125,139.538227848,伪,30,579,16,-60
-6.215999999,-79.084,真,41,159,4,54
53.999898270,128.844468354,伪,41,156,4,54
48.568755746,152.181518987,伪,43,93,2,65.5
17.520772775,85.343949367,伪,39,322,8,18
-5.799939730,117.533417722,伪,33,372,10,-5.8
,,,12,,192,
-0.041390715,142.538430380,伪,31,496,13,-37.5
-27.999999498,149.517670886,伪,32,444,12,-28
11.970866697,125.011,真,53,52,1,70
-14.659642020,3.077113924,伪,33,390,10,-5.8
21.198000005,-78.102050633,伪,42,105,3,60.5
-57.959239221,168.211848101,伪,30,588,16,-60
65.499999991,170,伪,43,60,2,65.5
43.226953814,60.070670886,伪,39,327,8,18
26.189000000,-94.760632911,伪,33,379,10,-5.8
28.172993854,168.758227848,伪,39,289,7,28.5
13.652463282,35.149962025,伪,30,542,15,-54
13.423776676,-12.494075949,伪,33,418,11,-17.5
-1.708969668,-22.299025316,伪,40,200,5,47
6.000000272,146.156227848,伪,35,345,9,6
65.499999976,166.596506329,伪,43,64,2,65.5
-20.716998845,-34.991139241,伪,39,250,6,38
65.498333056,117.138607595,伪,43,77,2,65.5
7.070146296,135.366658228,伪,31,498,13,-37.5
18.000009908,121.623088608,伪,39,302,8,18
60.496734253,115.883341772,伪,42,124,3,60.5
38.022036807,18.430506329,伪,42,129,3,60.5
-57.716208371,71.008734177,伪,30,571,16,-60
-18.282999991,-56.907924051,伪,39,324,8,18
-37.499999843,163.767518987,伪,31,492,13,-37.5
8.302956388,-14.290227848,伪,33,385,10,-5.8
18.662430671,32.029113924,伪,53,39,1,70
-1.214251113,52.682379747,伪,33,418,11,-17.5
6.000489666,105.692455696,伪,35,348,9,6
15.282999324,-48.824544304,伪,30,516,14,-46.5
15.743999927,-53.350012658,伪,35,351,9,6
9.541639996,38.113417722,伪,30,514,14,-46.5
26.297026411,161.468987342,伪,39,296,7,28.5
-37.391578193,73.723974684,伪,31,470,13,-37.5
6.577002214,1.069240506,伪,40,204,5,47
40.298049753,26.727797468,伪,43,89,2,65.5
40.855142097,41.863607595,伪,33,434,11,-17.5
18.000018906,113.237873418,伪,39,299,8,18
20.188999946,-66.464430380,伪,31,484,13,-37.5
16.601616124,130.904911392,伪,40,209,5,47
14.473593165,7.795734177,伪,33,417,11,-17.5
-27.143206424,0.641620253,伪,30,580,16,-60
37.996748737,94.849113924,伪,39,227,6,38
8.275701471,4.131189873,伪,33,384,10,-5.8
14.129850537,134.366075949,伪,42,135,3,60.5
18.000002784,123.880772152,伪,39,299,8,18
-27.367178148,1.528113924,伪,30,555,15,-54
25.364174062,-2.998101266,伪,35,340,9,6
8.448000003,-76.441911392,伪,43,74,2,65.5
19.624993357,-21.266227848,伪,39,304,8,18
28.496513024,107.153164557,伪,39,283,7,28.5
-46.463718500,157.275367089,伪,30,589,16,-60
-5.800021019,129.576582278,伪,33,388,10,-5.8
28.499999972,170,伪,39,281,7,28.5
28.783705094,91.536860759,伪,39,329,8,18
-6.358326466,7.845569620,伪,53,28,1,70
10.063997867,-39.376518987,伪,31,487,13,-37.5
59.157352655,168.836886076,伪,42,137,3,60.5
13.482844068,-19.760582278,伪,30,572,16,-60
8.600072557,-18.714113924,伪,41,155,4,54
-5.789140207,98.225443038,伪,33,387,10,-5.8
17.963606411,55.709113924,伪,39,278,7,28.5
69.997281198,107.716797468,伪,53,20,1,70
-28.434011992,23.790202532,伪,35,359,9,6
31.234001573,-50.214582278,伪,42,98,3,60.5
-59.996805076,106.743227848,伪,30,570,16,-60
7.055132873,158.514139241,伪,35,366,9,6
12.377987276,-27.412987342,伪,33,419,11,-17.5
-28.260711607,8.295392405,伪,41,174,4,54
-1.207000003,-74.032493671,伪,30,547,15,-54
17.352204085,124.847797468,伪,33,397,10,-5.8
9.916706132,22.053518987,伪,33,383,10,-5.8
18.400030821,8.483037975,伪,30,569,16,-60
9.951416491,123.750481013,伪,32,460,12,-28
-14.609154905,2.364177215,伪,41,169,4,54
29.335809006,150.527037975,伪,40,216,5,47
15.386046677,125.732759494,伪,43,92,2,65.5
-59.999840277,130.179848101,伪,30,578,16,-60
19.788999994,-71.391911392,伪,35,347,9,6
20.203000035,-63.776936709,伪,42,111,3,60.5
23.866209775,17.451784810,伪,39,299,8,18
15.317096437,-12.295594937,伪,39,274,7,28.5
65.499999974,166.606911392,伪,43,68,2,65.5
8.440144559,-9.017202532,伪,41,170,4,54
46.266657721,170,伪,40,211,5,47
46.999999832,152.966202532,伪,40,191,5,47
38.811984245,65.969379747,伪,40,200,5,47
-59.774191990,84.934911392,伪,30,572,16,-60
9.925734373,-0.496974684,伪,31,488,13,-37.5
11.299578748,127.311708861,伪,39,295,7,28.5
26.418675479,41.009101266,伪,39,222,6,38
-34.432999985,-49.721215190,伪,32,456,12,-28
-24.058173429,149.967151899,伪,30,559,15,-54
19.486095359,26.303645570,伪,31,477,13,-37.5
19.738999971,-64.382227848,伪,35,341,9,6
13.975682113,36.388784810,伪,39,238,6,38
64.387197652,114.083291139,伪,43,87,2,65.5
21.124057768,23.195822785,伪,53,9,1,70
19.161493811,139.248025316,伪,53,52,1,70
8.485071419,34.968455696,伪,53,33,1,70
3.658175347,148.508987342,伪,33,396,10,-5.8
-36.997645766,76.861721519,伪,31,485,13,-37.5
27.478234538,163.532278481,伪,39,294,7,28.5
17.751133421,79.858455696,伪,39,318,8,18
8.743478889,20.209620253,伪,33,387,10,-5.8
20.315108783,-23.406050633,伪,43,68,2,65.5
-27.998861447,111.032911392,伪,32,448,12,-28
13.870625297,1.077012658,伪,42,114,3,60.5
27.241159528,46.307594937,伪,53,21,1,70
14.982547301,129.314886076,伪,42,134,3,60.5
9.788371861,144.575797468,伪,35,369,9,6
29.833317166,30.111898734,伪,35,338,9,6
18.877000003,-80.832835443,伪,41,148,4,54
8.600040798,-21.912658228,伪,41,155,4,54
46.998426901,113.280177215,伪,40,201,5,47
15.692104006,125.319898734,伪,40,209,5,47
20.040030912,-28.702860759,伪,40,187,5,47
40.841384747,53.691582278,伪,33,434,11,-17.5
-37.496561572,101.555696203,伪,31,476,13,-37.5
-3.810787828,-10.413784810,伪,53,35,1,70
15.571533387,26.274405063,伪,30,565,16,-60
39.288898597,43.019873418,伪,30,556,15,-54
33.745957866,-41.346126582,伪,30,531,15,-54
20.747981013,-14.661392405,伪,32,439,12,-28
-17.499994396,136.162151899,伪,33,415,11,-17.5
19.688315807,-10.375101266,伪,33,377,10,-5.8
55.026270147,160.502278481,伪,42,136,3,60.5
28.499953237,131.122430380,伪,39,285,7,28.5
2.950082822,-16.569620253,伪,43,77,2,65.5
-17.499936647,165.481012658,伪,33,430,11,-17.5
15.600011842,-31.813924051,伪,53,22,1,70
-46.460597946,97.886556962,伪,30,525,14,-46.5
8.933002125,-32.315341772,伪,39,281,7,28.5
-17.499999897,160.069126582,伪,33,417,11,-17.5
69.928078350,93.767493671,伪,53,26,1,70
58.443735234,80.946417722,伪,43,80,2,65.5
65.497905688,106.968822785,伪,43,72,2,65.5
65.499896998,166.005949367,伪,43,87,2,65.5
-59.999999594,160.861468354,伪,30,579,16,-60
14.812260689,15.921506329,伪,42,112,3,60.5
25.976999998,-84.507240506,伪,35,337,9,6
20.581000002,-79.617493671,伪,39,226,6,38
28.491072015,88.746936709,伪,39,266,7,28.5
-5.087999748,-45.22,伪,39,314,8,18
6.293999986,-62.619620253,伪,31,493,13,-37.5
-35.640529892,154.813012658,伪,30,560,15,-54
8.635482300,0.447632911,伪,39,242,6,38
-59.594088264,81.663177215,伪,30,572,16,-60
-28.919496306,57.122037975,伪,31,478,13,-37.5
20.320968170,-14.751772152,伪,39,303,8,18
15.920619732,18.149493671,伪,53,15,1,70
17.671918825,169.449594937,伪,39,336,8,18
7.581531165,156.304303797,伪,35,364,9,6
20.712000000,-96.882430380,伪,42,103,3,60.5
18.269285842,17.263696203,伪,39,269,7,28.5
-27.756359232,21.383341772,伪,39,286,7,28.5
16.802384192,-10.909126582,伪,53,10,1,70
53.999999897,148.579164557,伪,41,140,4,54
-7.289911245,3.285481013,伪,33,386,10,-5.8
37.685799187,145.590379747,伪,53,49,1,70
3.914000004,-72.372658228,伪,53,30,1,70
15.143496338,33.921012658,伪,31,482,13,-37.5
18.071000001,-84.893417722,伪,40,195,5,47
16.602862322,67.282886076,伪,43,81,2,65.5
17.129435177,123.579392405,伪,33,401,10,-5.8
19.323003658,-41.346227848,伪,41,146,4,54
-5.427848494,143.014632911,伪,30,587,16,-60
-27.999965601,125.265848101,伪,32,441,12,-28
21.634000244,-53.023227848,伪,39,225,6,38
22.623692669,29.997974684,伪,30,507,14,-46.5
54.178002901,160.969721519,伪,42,138,3,60.5
35.546760240,153.442784810,伪,40,213,5,47
27.488832349,-24.312278481,伪,30,508,14,-46.5
-40.175914934,-17.293936709,伪,41,168,4,54
16.170847349,132.130556962,伪,33,401,10,-5.8
19.673128740,-22.499101266,伪,53,14,1,70
-40.687518749,57.815291139,伪,30,501,14,-46.5
-12.867036823,-17.414392405,伪,30,550,15,-54
6.923693058,156.659949367,伪,35,371,9,6
-2.418959033,157.457721519,伪,33,397,10,-5.8
-53.999999956,170,伪,30,542,15,-54
31.547000000,-95.787392405,伪,35,338,9,6
11.553365390,126.645392405,伪,42,135,3,60.5
-53.997838950,114.697392405,伪,30,550,15,-54
15.929658577,147.250632911,伪,39,296,7,28.5
-51.204741183,77.673113924,伪,30,554,15,-54
29.285762826,38.629670886,伪,41,143,4,54
20.427997754,-47.432936709,伪,32,440,12,-28
41.254076360,56.766139241,伪,42,115,3,60.5
34.643597497,70.361316456,伪,39,246,6,38
6.000036690,118.906202532,伪,35,345,9,6
19.869001565,-44.625848101,伪,40,191,5,47
32.666488248,24.895291139,伪,39,260,7,28.5
-32.119659600,25.709265823,伪,53,44,1,70
25.337507293,9.276658228,伪,30,566,16,-60
20.466993184,-39.036962025,伪,33,410,11,-17.5
20.318630854,9.197531646,伪,39,303,8,18
20.440000107,-63.093670886,伪,43,61,2,65.5
37.999940462,118.870316456,伪,39,229,6,38
17.143744964,20.019594937,伪,39,229,6,38
9.506060328,25.137594937,伪,30,574,16,-60
-25.306069741,148.672531646,伪,30,584,16,-60
-53.999992454,140.067936709,伪,30,541,15,-54
10.022999999,-84.444,真,30,573,16,-60
10.556745674,40.225670886,伪,31,479,13,-37.5
35.112983720,-41.050379747,伪,31,474,13,-37.5
21.334000003,-83.732291139,伪,43,56,2,65.5
41.690993533,149.109367089,伪,43,93,2,65.5
20.797777276,136.848101266,伪,53,48,1,70
16.344210791,28.554670886,伪,30,534,15,-54
-17.615000038,-53.008531646,伪,30,529,14,-46.5
2.040096078,43.378037975,伪,31,476,13,-37.5
-1.292887551,145.195,伪,32,464,12,-28
8.302999919,-49.241822785,伪,33,385,10,-5.8
9.313319864,9.018531646,伪,30,549,15,-54
8.276999925,-50.095151899,伪,33,384,10,-5.8
15.210115340,138.438632911,伪,39,253,6,38
27.449998689,46.307594937,伪,53,22,1,70
14.382999988,-70.999265823,伪,30,517,14,-46.5
13.636373325,137.663189873,伪,39,256,6,38
-8.085218684,46.548354430,伪,39,248,6,38
24.527512827,148.149822785,伪,39,253,6,38
20.850000066,-64.841063291,伪,43,64,2,65.5
18.150670021,-12.393544304,伪,42,108,3,60.5
27.645006226,-38.079772152,伪,39,221,6,38
41.349218579,152.053405063,伪,41,179,4,54
-46.499568461,122.969493671,伪,30,525,14,-46.5
-5.786957963,21.335430380,伪,30,523,14,-46.5
28.499995939,129.152911392,伪,39,264,7,28.5
22.982945704,10.972759494,伪,41,143,4,54
18.012894112,78.768354430,伪,39,298,8,18
20.414000002,-85.941645570,伪,41,142,4,54
28.499999520,157.350481013,伪,39,280,7,28.5
-14.185000001,-75.711,真,30,576,16,-60
-17.485178872,90.474151899,伪,33,408,11,-17.5
46.999983532,129.753670886,伪,40,195,5,47
-25.759044494,64.174632911,伪,32,444,12,-28
14.266675195,148.839746835,伪,39,335,8,18
19.121691363,23.221405063,伪,39,262,7,28.5
-17.499999989,170,伪,33,424,11,-17.5
-32.942179004,54.036025316,伪,32,456,12,-28
-59.999998882,157.747645570,伪,30,578,16,-60
-34.649836575,63.938405063,伪,31,477,13,-37.5
28.499999982,166.734810127,伪,39,273,7,28.5
35.149210990,36.886962025,伪,40,181,5,47
-10.097745847,47.910772152,伪,30,571,16,-60
-14.156024266,14.077012658,伪,41,172,4,54
10.554002877,-28.870379747,伪,39,249,6,38
20.455829990,2.085063291,伪,33,410,11,-17.5
60.397477451,122.363873418,伪,42,129,3,60.5
28.074840111,30.671873418,伪,35,361,9,6
9.813238010,136.895126582,伪,32,462,12,-28
19.424685562,-13.406556962,伪,43,67,2,65.5
,,,14,,134,
37.011439031,166.358303797,伪,39,253,6,38
-27.999999803,152.579113924,伪,32,439,12,-28
-20.716999991,-61.729113924,伪,39,250,6,38
65.147383196,83.585303797,伪,43,74,2,65.5
10.101958381,-16.713746835,伪,33,382,10,-5.8
6.387244374,68.461772152,伪,35,348,9,6
46.710601873,97.622784810,伪,40,205,5,47
25.722999440,-54.746962025,伪,33,408,11,-17.5
23.551235592,155.376810127,伪,39,297,7,28.5
40.931254438,159.104101266,伪,40,215,5,47
17.998406901,109.865,伪,39,314,8,18
-33.457000192,-43.232405063,伪,30,579,16,-60
19.178369043,23.608949367,伪,35,346,9,6
11.278121463,133.506329114,伪,39,333,8,18
17.916000031,-29.188936709,伪,39,311,8,18
9.446256440,35.637746835,伪,39,242,6,38
17.352002366,-42.315544304,伪,43,72,2,65.5
14.636430323,56.366443038,伪,53,32,1,70
37.999997974,135.519240506,伪,39,224,6,38
60.841436047,85.01,伪,43,82,2,65.5
14.382203846,-9.121075949,伪,30,517,14,-46.5
18.813899922,35.397025316,伪,53,40,1,70
17.569197352,16.600126582,伪,40,190,5,47
25.542562182,-14.448278481,伪,33,376,10,-5.8
